url,robot,builder,type,job,team,hometown,sponsors,statHistory,matchHistory
https://battlebots.com/robot/double-jeopardy-2018/,Double Jeopardy,Evan Woolley,Shooter,Attorney in the Intellectual Property Litigation Practice Group at Alston & Bird,Team Double Trouble,"Irvine, CA","['Alston & Bird LLP', 'Anchor Labs', 'AIS', 'SERVO Magazine']","{'Career': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}}","[{'Season': '2018', 'Round': 'Day 2 Session 1', 'Matchup': 'The Four Horseman vs Gamma 9 vs Double Jeopardy', 'Results': 'The Four Horseman by JD'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Double Jeopardy vs Mecha Rampage', 'Results': 'Mecha Rampage by KO 56s'}]"
https://battlebots.com/robot/duck-2019/,DUCK!,Hal Rucker,Lifter,Inventor,Team Black & Blue,"Hillsborough, CA",['Protolabs'],"{'Career': {'Total matches': '7', 'Win percentage': '71%', 'Total wins': '5', 'Losses': '2', 'Knockouts': '4', 'KO percentage': '57%', 'Average knockout time': '103 s', 'Knockouts against': '2', 'KO against percentage': '29%', 'Judges decision wins': '1'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '2', 'KO percentage': '100%', 'Average knockout time': '95 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '5', 'Win percentage': '60%', 'Total wins': '3', 'Losses': '2', 'Knockouts': '2', 'KO percentage': '40%', 'Average knockout time': '110 s', 'Knockouts against': '2', 'KO against percentage': '40%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'DUCK! vs Bombshell', 'Results': 'DUCK! by KO 52s'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'DUCK! vs Cobalt', 'Results': 'DUCK! by KO 2m18s'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Mecha Rampage vs Free Shipping vs DUCK!', 'Results': 'DUCK! by JD'}, {'Season': '2018', 'Round': 'Day 4 Session 2', 'Matchup': 'Reality vs DUCK!', 'Results': 'DUCK! by KO 1m50s'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Bronco vs DUCK!', 'Results': 'Bronco by KO 2m15s'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Tombstone vs DUCK!', 'Results': 'Tombstone by KO 2m37s'}, {'Season': '2018', 'Round': 'Day 10 Session 1', 'Matchup': 'DUCK! vs Gigabyte', 'Results': 'DUCK! by KO 1m49s'}]"
https://battlebots.com/robot/end-game-2019/,End Game,Jack Barker and Nick Mabey,Disc spinner (vertical),Software Engineer and Mechatronics Engineer,OYES Robotics,"Auckland, New Zealand","['University of Auckland Faculty of Engineering', 'MGM Controllers', 'RENOLD', 'Steelmasters']","{'Career': {'Total matches': '8', 'Win percentage': '25%', 'Total wins': '2', 'Losses': '6', 'Knockouts': '2', 'KO percentage': '25%', 'Average knockout time': '102 s', 'Knockouts against': '5', 'KO against percentage': '63%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '2', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2018': {'Total matches': '6', 'Win percentage': '33%', 'Total wins': '2', 'Losses': '4', 'Knockouts': '2', 'KO percentage': '33%', 'Average knockout time': '102 s', 'Knockouts against': '3', 'KO against percentage': '50%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'End Game vs Death Roll', 'Results': 'Death Roll by KO 1m35s'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'End Game vs Ribbot', 'Results': 'Ribbot by KO 2m1s'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Captain Shrederator vs End Game', 'Results': 'End Game by KO 1m22s'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'End Game vs Lock-Jaw', 'Results': 'End Game by KO 2m1s'}, {'Season': '2018', 'Round': 'Day 4 Session 1', 'Matchup': 'Bite Force vs End Game', 'Results': 'Bite Force by KO 1m2s'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'SOW vs End Game', 'Results': 'SOW by KO 43s'}, {'Season': '2018', 'Round': 'Day 8 Session 2', 'Matchup': 'End Game vs War Hawk vs Brutus', 'Results': 'War Hawk by KO 1m9s'}, {'Season': '2018', 'Round': 'Day 10 Session 1', 'Matchup': 'SawBlaze vs End Game', 'Results': 'SawBlaze by JD'}]"
https://battlebots.com/robot/extinguisher-2019/,Extinguisher,John Flaacke IV,"Hammer, launcher, vertical bar spinner","Driver, electrical, pneumatics, welding, design, and social media",Quicksilver’s Robotics,"Tampa, Florida","['Quicksilver’s Recycling Services', 'Rustic Steel Creations', 'Pneumatic Cylinders and Couplers Inc.', 'Southern Manufacturing Technologies', 'Roth Metal Flake']","{'Career': {'Total matches': '0', 'Win percentage': '', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '', 'Judges decision wins': '0'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}",[]
https://battlebots.com/robot/falcon-2019/,Falcon,Clint Ewert,Drum spinner,Engineer,Team Whyachi,"Dorchester, WI","['netComponents', 'VEX Robotic', 'Udder Gun', 'Max Amps']","{'Career': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Breaker Box vs Falcon', 'Results': 'Breaker Box by JD'}]"
https://battlebots.com/robot/foxtrot-2019/,Foxtrot,Craig Danby,Lifter,Jeans Model,Team Danby,"Raleigh, NC","['Orderfox', 'Chester Machine Tools']","{'Career': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Death Roll vs Foxtrot', 'Results': 'Death Roll by KO 53s'}]"
https://battlebots.com/robot/free-shipping-2019/,Free Shipping,Gary Gin,Lifter,"Design Specialist at the Jacobs Institute for Design Innovation, UC Berkeley",Team Special Delivery,"San Leandro, CA","['Kooart Studio', 'Naylor Steel Inc', 'The Uptown Nightclub', 'World’s Fare Donuts']","{'Career': {'Total matches': '6', 'Win percentage': '17%', 'Total wins': '1', 'Losses': '5', 'Knockouts': '1', 'KO percentage': '17%', 'Average knockout time': '146 s', 'Knockouts against': '1', 'KO against percentage': '17%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '25%', 'Total wins': '1', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '25%', 'Average knockout time': '146 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Free Shipping vs Hydra', 'Results': 'Hydra by KO 2m5s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Free Shipping vs Yeti', 'Results': 'Yeti by JD'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Mecha Rampage vs Free Shipping vs DUCK!', 'Results': 'DUCK! by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'HUGE vs Free Shipping', 'Results': 'HUGE by JD'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'HyperShock vs Free Shipping', 'Results': 'Free Shipping by KO 2m26s'}, {'Season': '2018', 'Round': 'Day 8 Session 1', 'Matchup': 'Free Shipping vs War Hawk', 'Results': 'War Hawk by JD'}]"
https://battlebots.com/robot/gemini-2019/,Gemini,Ace Shelander,Disc spinner (horizontal),Mechanical Engineer,Gemini,"Santa Monica, CA","['Beaker & Wrench', 'Logical Animal']","{'Career': {'Total matches': '6', 'Win percentage': '33%', 'Total wins': '2', 'Losses': '4', 'Knockouts': '1', 'KO percentage': '17%', 'Average knockout time': '163 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '50%', 'Total wins': '2', 'Losses': '2', 'Knockouts': '1', 'KO percentage': '25%', 'Average knockout time': '163 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2016': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Marvin vs Gruff vs Gemini', 'Results': 'Gruff by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'Kraken vs Mohawk vs Gemini', 'Results': 'Gemini by KO 2m43s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lucky vs Gemini', 'Results': 'Lucky by JD'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'Gemini vs The Four Horseman', 'Results': 'Gemini by JD'}, {'Season': '2018', 'Round': 'Day 9 Session 2', 'Matchup': 'Gemini vs Sharkopion', 'Results': 'Sharkopion by JD'}, {'Season': '2016', 'Round': 'Rumbles', 'Matchup': 'Basilisk vs Blacksmith vs Gemini', 'Results': 'Blacksmith by JD'}]"
https://battlebots.com/robot/gigabyte-2019/,Gigabyte,John Mladenik,Full Bodied Spinner,"Robot Design, coordination of build, design, fabrication, funding",Robotic Death Company,"Oceanside, CA",['MaxAmps'],"{'Career': {'Total matches': '7', 'Win percentage': '57%', 'Total wins': '4', 'Losses': '3', 'Knockouts': '3', 'KO percentage': '43%', 'Average knockout time': '107 s', 'Knockouts against': '3', 'KO against percentage': '43%', 'Judges decision wins': '1'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '84 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2018': {'Total matches': '5', 'Win percentage': '40%', 'Total wins': '2', 'Losses': '3', 'Knockouts': '2', 'KO percentage': '40%', 'Average knockout time': '129 s', 'Knockouts against': '3', 'KO against percentage': '60%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'Chronos vs Gigabyte', 'Results': 'Gigabyte by KO 1m24s'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Gigabyte vs Minotaur', 'Results': 'Gigabyte by JD'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Gigabyte vs Tombstone', 'Results': 'Tombstone by KO 1m9s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Gigabyte vs Double Dutch', 'Results': 'Gigabyte by KO 1m29s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lucky vs Gigabyte', 'Results': 'Lucky by KO 1m7s'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'Brutus vs Gigabyte', 'Results': 'Gigabyte by KO 2m49s'}, {'Season': '2018', 'Round': 'Day 10 Session 1', 'Matchup': 'DUCK! vs Gigabyte', 'Results': 'DUCK! by KO 1m49s'}]"
https://battlebots.com/robot/gruff-2019/,Gruff,Sam McAmis,Lifter/Grappler + Torch,Teacher,Team Gruff,"Holiday, FL","['Southern Manufacturing Technologies', 'Magnum Companies', 'Mystic Makings']","{'Career': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Marvin vs Gruff vs Gemini', 'Results': 'Gruff by JD'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Gruff vs Copperhead', 'Results': 'Copperhead by JD'}]"
https://battlebots.com/robot/huge-2019/,HUGE,Jonathan Schultz,Bar spinner (vertical),Hardware Engineer,Team HUGE,"South Windsor, CT","['Mouser Electronics', 'TTI, Inc.']","{'Career': {'Total matches': '7', 'Win percentage': '57%', 'Total wins': '4', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '14%', 'Average knockout time': '85 s', 'Knockouts against': '3', 'KO against percentage': '43%', 'Judges decision wins': '3'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '85 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2018': {'Total matches': '5', 'Win percentage': '60%', 'Total wins': '3', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '2', 'KO against percentage': '40%', 'Judges decision wins': '3'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'SOW vs HUGE', 'Results': 'SOW by KO 1m36s'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Jasper vs HUGE', 'Results': 'HUGE by KO 1m25s'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'SubZero vs HUGE', 'Results': 'HUGE by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'HUGE vs Free Shipping', 'Results': 'HUGE by JD'}, {'Season': '2018', 'Round': 'Day 5 Session 2', 'Matchup': 'Chomp vs HUGE', 'Results': 'HUGE by JD'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Icewave vs HUGE', 'Results': 'Icewave by KO 53s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'Bite Force vs HUGE', 'Results': 'Bite Force by KO 1m37s'}]"
https://battlebots.com/robot/hypershock-2019/,HyperShock,Will Bales,Disc spinner (vertical),Medical Device R&D Engineer,Team HyperShock,"Miami, FL","['Rocket Machining & Design', 'Solidworks', 'TRAMPA | VESC', 'MWL Engineering', 'Vega Tires USA']","{'Career': {'Total matches': '11', 'Win percentage': '55%', 'Total wins': '6', 'Losses': '5', 'Knockouts': '6', 'KO percentage': '55%', 'Average knockout time': '71 s', 'Knockouts against': '4', 'KO against percentage': '36%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '2', 'KO percentage': '100%', 'Average knockout time': '88 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '25%', 'Total wins': '1', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '25%', 'Average knockout time': '50 s', 'Knockouts against': '2', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2016': {'Total matches': '3', 'Win percentage': '67%', 'Total wins': '2', 'Losses': '1', 'Knockouts': '2', 'KO percentage': '67%', 'Average knockout time': '111 s', 'Knockouts against': '1', 'KO against percentage': '33%', 'Judges decision wins': '0'}, '2015': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '35 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'HyperShock vs Valkyrie', 'Results': 'HyperShock by KO 2m14s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'HyperShock vs Monsoon', 'Results': 'HyperShock by KO 41s'}, {'Season': '2018', 'Round': 'Day 2 Session 1', 'Matchup': 'HyperShock vs Bite Force', 'Results': 'Bite Force by KO 36s'}, {'Season': '2018', 'Round': 'Day 4 Session 1', 'Matchup': 'HyperShock vs Battle Royal with Cheese', 'Results': 'HyperShock by KO 50s'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'HyperShock vs Free Shipping', 'Results': 'Free Shipping by KO 2m26s'}, {'Season': '2018', 'Round': 'Day 8 Session 1', 'Matchup': 'Skorpios vs HyperShock', 'Results': 'Skorpios by JD'}, {'Season': '2018', 'Round': 'Day 10 Session 1', 'Matchup': 'HyperShock vs Reality', 'Results': 'Reality by KO 2m5s'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'HyperShock vs UltraViolent', 'Results': 'HyperShock by KO 1m30s'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'HyperShock vs Warrior Dragon', 'Results': 'HyperShock by KO 2m12s'}, {'Season': '2016', 'Round': 'Sweet 16', 'Matchup': 'Poison Arrow vs HyperShock', 'Results': 'Poison Arrow by KO 2m32s'}]"
https://battlebots.com/robot/icewave-3/,Icewave,Marc DeVidts,Bar spinner (horizontal),CTO at Double Robotics,Team Icewave,"Burlingame, CA","['Solidworks', 'Double Robotics', 'Big Blue Saw']","{'Career': {'Total matches': '10', 'Win percentage': '60%', 'Total wins': '6', 'Losses': '4', 'Knockouts': '5', 'KO percentage': '50%', 'Average knockout time': '65 s', 'Knockouts against': '1', 'KO against percentage': '10%', 'Judges decision wins': '1'}, '2018': {'Total matches': '5', 'Win percentage': '60%', 'Total wins': '3', 'Losses': '2', 'Knockouts': '3', 'KO percentage': '60%', 'Average knockout time': '48 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2016': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '', 'KO against percentage': '50%', 'Judges decision wins': '1'}, '2015': {'Total matches': '3', 'Win percentage': '67%', 'Total wins': '2', 'Losses': '1', 'Knockouts': '2', 'KO percentage': '67%', 'Average knockout time': '81 s', 'Knockouts against': '1', 'KO against percentage': '33%', 'Judges decision wins': '0'}}","[{'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Icewave vs Vanquish', 'Results': 'Icewave by KO 56s'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'Icewave vs Yeti', 'Results': 'Icewave by KO 35s'}, {'Season': '2018', 'Round': 'Day 5 Session 2', 'Matchup': 'Skorpios vs Icewave', 'Results': 'Skorpios by JD'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Icewave vs HUGE', 'Results': 'Icewave by KO 53s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'Icewave vs Rotator', 'Results': 'Rotator by JD'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'SubZero vs Icewave', 'Results': 'Icewave by JD'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Icewave vs Nightmare', 'Results': 'Nightmare by KO 48s'}]"
https://battlebots.com/robot/jasper-2019/,Jasper,Tom Lloyd,Hammer/Lifter,Mechanical Design Engineer,Tomco Designs,"London, UK","['Tomco Engineering', 'R C Kev’s Engineering and Design', 'Andron Handling']","{'Career': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Jasper vs HUGE', 'Results': 'HUGE by KO 1m25s'}]"
https://battlebots.com/robot/kingpin-2019/,Kingpin,Kevin Hjelden,Bar spinner (horizontal),Software Engineer,Team burntpopcorn,"Sacramento, CA","['Bot Bash Party Service', 'MaxAmps.com']","{'Career': {'Total matches': '0', 'Win percentage': '', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '', 'Judges decision wins': '0'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}",[]
https://battlebots.com/robot/kraken-2019/,Kraken,Matthew Spurk,Crusher,Rocket Scientist (Engineer),CE Robots,"Titusville, FL","['Dougherty Manufacturing', 'Rental Tools Online', '4Imprint', 'Empire Paintball', 'OMB Warehouse', 'XK Glow', 'Culture Hustle']","{'Career': {'Total matches': '7', 'Win percentage': '29%', 'Total wins': '2', 'Losses': '5', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '4', 'KO against percentage': '57%', 'Judges decision wins': '2'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2018': {'Total matches': '5', 'Win percentage': '20%', 'Total wins': '1', 'Losses': '4', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '4', 'KO against percentage': '80%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Kraken vs Ribbot', 'Results': 'Kraken by JD 3m'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Kraken vs Blacksmith', 'Results': 'Blacksmith'}, {'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Kraken vs Sharkopion vs Deviled Egg', 'Results': 'Sharkopion by KO 2m22s'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'Kraken vs Mohawk vs Gemini', 'Results': 'Gemini by KO 2m43s'}, {'Season': '2018', 'Round': 'Day 5 Desparado Tournament', 'Matchup': 'Lock-Jaw vs Kraken', 'Results': 'Lock-Jaw by KO 2m25s'}, {'Season': '2018', 'Round': 'Day 9 Session 1', 'Matchup': 'Chomp vs Kraken', 'Results': 'Chomp by KO 1m43s'}, {'Season': '2018', 'Round': 'Day 10 Session 2', 'Matchup': 'Red Devil vs Kraken', 'Results': 'Kraken by JD'}]"
