url,robot,builder,type,job,team,hometown,sponsors,statHistory,matchHistory
https://battlebots.com/robot/rotator-2019/,ROTATOR,Victor Soto,Disc spinner (horizontal),"Designer, Builder, Driver",Team Revolution,"Doral, FL",['Stryker'],"{'Career': {'Total matches': '9', 'Win percentage': '56%', 'Total wins': '5', 'Losses': '4', 'Knockouts': '2', 'KO percentage': '22%', 'Average knockout time': '62 s', 'Knockouts against': '2', 'KO against percentage': '22%', 'Judges decision wins': '3'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '57 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '6', 'Win percentage': '67%', 'Total wins': '4', 'Losses': '2', 'Knockouts': '1', 'KO percentage': '17%', 'Average knockout time': '67 s', 'Knockouts against': '1', 'KO against percentage': '17%', 'Judges decision wins': '3'}, '2016': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'SawBlaze vs Rotator', 'Results': 'SawBlaze by JD 3m'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Rotator vs Bombshell', 'Results': 'Rotator by KO 57s'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'Rotator vs Petunia', 'Results': 'Petunia by JD'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Predator vs Rotator', 'Results': 'Rotator by KO 1m7s'}, {'Season': '2018', 'Round': 'Day 4 Session 2', 'Matchup': 'Warrior Dragon vs Rotator', 'Results': 'Rotator by JD'}, {'Season': '2018', 'Round': 'Day 6 Session 2', 'Matchup': 'Skorpios vs Rotator', 'Results': 'Rotator by JD'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'Icewave vs Rotator', 'Results': 'Rotator by JD'}, {'Season': '2018', 'Round': 'Quarter Finals 2018', 'Matchup': 'Rotator vs Bite Force', 'Results': 'Bite Force by KO 1m19s'}, {'Season': '2016', 'Round': 'Qualifiers Session 1', 'Matchup': 'Rotator vs Witch Doctor', 'Results': 'Witch Doctor by KO 42s'}, {'Season': '2016', 'Round': 'Sunday Exhibition', 'Matchup': ""Whiplash vs The Disk o' Inferno vs Rotator"", 'Results': 'Rotator by JD'}]"
https://battlebots.com/robot/sawblaze-2019/,SawBlaze,Jamison Go,Overhead Saw/Flamethrower,R&D Engineer,Team SawBlaze,"Cambridge, MA","['VEX Robotics', 'SolidWorks', 'Massachusetts Institute of Technology', 'Desktop Metal', 'Harmonic Drive', 'MaxAmps', 'Freefly Systems', 'Cutter’s Edge Rescue Saws', 'MIT Lincoln Laboratory']","{'Career': {'Total matches': '9', 'Win percentage': '56%', 'Total wins': '5', 'Losses': '4', 'Knockouts': '2', 'KO percentage': '22%', 'Average knockout time': '111 s', 'Knockouts against': '1', 'KO against percentage': '11%', 'Judges decision wins': '3'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '1'}, '2018': {'Total matches': '6', 'Win percentage': '67%', 'Total wins': '4', 'Losses': '2', 'Knockouts': '2', 'KO percentage': '33%', 'Average knockout time': '111 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '2'}, '2016': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'SawBlaze vs Rotator', 'Results': 'SawBlaze by JD 3m'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Tombstone vs SawBlaze', 'Results': 'Tombstone by KO 1m42s'}, {'Season': '2018', 'Round': 'Day 2 Session 1', 'Matchup': 'Overhaul vs SawBlaze', 'Results': 'SawBlaze by KO 1m34s'}, {'Season': '2018', 'Round': 'Day 3 Session 2', 'Matchup': 'SawBlaze vs Reality', 'Results': 'SawBlaze by JD'}, {'Season': '2018', 'Round': 'Day 4 Session 1', 'Matchup': 'SawBlaze vs Mohawk', 'Results': 'SawBlaze by KO 2m7s'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Bronco vs SawBlaze', 'Results': 'Bronco by JD'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'SawBlaze vs Monsoon', 'Results': 'Monsoon by JD'}, {'Season': '2018', 'Round': 'Day 10 Session 1', 'Matchup': 'SawBlaze vs End Game', 'Results': 'SawBlaze by JD'}, {'Season': '2016', 'Round': 'Qualifiers Session 1', 'Matchup': 'SawBlaze vs Razorback', 'Results': 'Razorback by JD'}, {'Season': '2016', 'Round': 'Sunday Exhibition', 'Matchup': 'Overhaul vs Road Rash vs SawBlaze', 'Results': 'SawBlaze by JD'}]"
https://battlebots.com/robot/sharkoprion-2019/,Sharkoprion,Edward D. Robinson,Disc spinner (vertical),Circus Clown,Team Blaze,"Poway, CA","['Gauntlet Props & Puzzles', 'Novo Engineering']","{'Career': {'Total matches': '3', 'Win percentage': '67%', 'Total wins': '2', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '33%', 'Average knockout time': '142 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '3', 'Win percentage': '67%', 'Total wins': '2', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '33%', 'Average knockout time': '142 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}}","[{'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Kraken vs Sharkopion vs Deviled Egg', 'Results': 'Sharkopion by KO 2m22s'}, {'Season': '2018', 'Round': 'Day 5 Session 1', 'Matchup': 'Sharkopion vs Warhead', 'Results': 'Warhead by JD'}, {'Season': '2018', 'Round': 'Day 9 Session 2', 'Matchup': 'Gemini vs Sharkopion', 'Results': 'Sharkopion by JD'}]"
https://battlebots.com/robot/shatter-2019/,Shatter!,Adam Wrigley,Hammer/Axe,Principal Mechanical Engineer at frog,Bots FC,"Brooklyn, NY","['frog', 'Meer Precision', 'TMS Titanium', 'BaneBots', 'MaxAmps', 'Qooos Watches', 'Stolen Item']","{'Career': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'Shatter vs Witch Doctor', 'Results': 'Witch Doctor by JD'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Wan Hoo vs Shatter', 'Results': 'Shatter by JD'}]"
https://battlebots.com/robot/shellshock-2019/,Shellshock,George Kirkman,Full Bodied Spinner,Robot Doctor,Rolling Robots,"Rolling Hills Estates, CA","['Hot Dog Kustoms', 'Little Machineshop', 'Rolling Robots', 'Impact production', 'KHK Gears']","{'Career': {'Total matches': '0', 'Win percentage': '', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '', 'Judges decision wins': '0'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}",[]
https://battlebots.com/robot/sidewinder-2019/,Sidewinder,Josh Coates,Bar spinner (horizontal),Tank mechanic,Close Enough,"Salt Lake City, UT",[],"{'Career': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '48 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '50%', 'Total wins': '1', 'Losses': '1', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '48 s', 'Knockouts against': '1', 'KO against percentage': '50%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'P1 vs Sidewinder', 'Results': 'Sidewinder by KO 48s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Sidewinder vs Skorpios', 'Results': 'Skorpios by KO 2m52s'}]"
https://battlebots.com/robot/skorpios-2019/,Skorpios,Zachary Lytle,Top Attack Saw,President of Bot Bash Parties,Offbeat Robotics,"Lafayette, CA","['Van Bebber Bros., Inc', 'Alation', 'Choate Rosemary Hall', 'Xprize', 'New Buffalo Bill’s', 'Castle Creations', 'MaxAmps', 'Bot Bash Parties', 'Tool Assist']","{'Career': {'Total matches': '7', 'Win percentage': '71%', 'Total wins': '5', 'Losses': '2', 'Knockouts': '2', 'KO percentage': '29%', 'Average knockout time': '165 s', 'Knockouts against': '1', 'KO against percentage': '14%', 'Judges decision wins': '3'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '2', 'KO percentage': '100%', 'Average knockout time': '165 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '75%', 'Total wins': '3', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '3'}, '2016': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 3', 'Matchup': 'Skorpios vs Copperhead', 'Results': 'Skorpios by KO 2m37s'}, {'Season': '2019', 'Round': 'Episode 6', 'Matchup': 'Sidewinder vs Skorpios', 'Results': 'Skorpios by KO 2m52s'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Lucky vs Skorpios', 'Results': 'Skorpios by JD'}, {'Season': '2018', 'Round': 'Day 5 Session 2', 'Matchup': 'Skorpios vs Icewave', 'Results': 'Skorpios by JD'}, {'Season': '2018', 'Round': 'Day 6 Session 2', 'Matchup': 'Skorpios vs Rotator', 'Results': 'Rotator by JD'}, {'Season': '2018', 'Round': 'Day 8 Session 1', 'Matchup': 'Skorpios vs HyperShock', 'Results': 'Skorpios by JD'}, {'Season': '2016', 'Round': 'Rumbles', 'Matchup': 'Bad Kitty vs Skorpios vs Black Ice', 'Results': 'Black Ice by KO 2m35s'}, {'Season': '2016', 'Round': 'Saturday Exhibition', 'Matchup': 'Death Roll vs Bucktooth Burl vs Skorpios', 'Results': 'Death Roll by KO 3m'}]"
https://battlebots.com/robot/son-of-whyachi-2019/,Son of Whyachi (aka SOW),Luke Ewert,Caged 3 arm spinner (horizontal),Engineer at Westar LLC,Team Whyachi Robotics,"Dorchester, WI","['Vex Robotics', 'UdderGun', 'MaxAmps', 'NetComponents']","{'Career': {'Total matches': '10', 'Win percentage': '70%', 'Total wins': '7', 'Losses': '3', 'Knockouts': '8', 'KO percentage': '80%', 'Average knockout time': '100 s', 'Knockouts against': '2', 'KO against percentage': '20%', 'Judges decision wins': '0'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '2', 'KO percentage': '100%', 'Average knockout time': '165 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '5', 'Win percentage': '60%', 'Total wins': '3', 'Losses': '2', 'Knockouts': '3', 'KO percentage': '60%', 'Average knockout time': '64 s', 'Knockouts against': '1', 'KO against percentage': '20%', 'Judges decision wins': '0'}, '2016': {'Total matches': '3', 'Win percentage': '67%', 'Total wins': '2', 'Losses': '1', 'Knockouts': '3', 'KO percentage': '67%', 'Average knockout time': '71 s', 'Knockouts against': '1', 'KO against percentage': '33%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'SOW vs HUGE', 'Results': 'SOW by KO 1m36s'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'SOW vs Whiplash', 'Results': 'Whiplash by KO 1m46s'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'SOW vs Brutus', 'Results': 'Brutus by KO 41s'}, {'Season': '2018', 'Round': 'Day 4 Session 1', 'Matchup': 'SOW vs Lucky', 'Results': 'SOW by KO 1m34s'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Monsoon vs SOW', 'Results': 'SOW by KO 54s'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'SOW vs End Game', 'Results': 'SOW by KO 43s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'SOW vs Lock-Jaw', 'Results': 'Lock-Jaw by JD'}, {'Season': '2016', 'Round': 'Rumbles', 'Matchup': 'UltraViolent vs SOW vs Creepy Crawlies', 'Results': 'SOW by KO 1m16s'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'Ghost Raptor vs SOW', 'Results': 'SOW by KO 1m5s'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'SOW vs Poison Arrow', 'Results': 'Poison Arrow by KO 58s'}]"
https://battlebots.com/robot/subzero-2019/,SubZero,Jerry Clarkin,Flipper,Designer/builder,Team Hammertime,"Malvern, PA","['Motion Controls', 'Basset Industries']","{'Career': {'Total matches': '6', 'Win percentage': '17%', 'Total wins': '1', 'Losses': '5', 'Knockouts': '1', 'KO percentage': '17%', 'Average knockout time': '112 s', 'Knockouts against': '2', 'KO against percentage': '33%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '25%', 'Total wins': '1', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '25%', 'Average knockout time': '112 s', 'Knockouts against': '1', 'KO against percentage': '25%', 'Judges decision wins': '0'}, '2016': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Cobalt vs SubZero', 'Results': 'Cobalt by KO 1m8s'}, {'Season': '2018', 'Round': 'Day 1 Session 2', 'Matchup': 'SubZero vs HUGE', 'Results': 'HUGE by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'Captain Shrederator vs SubZero', 'Results': 'SubZero by KO 1m52s'}, {'Season': '2018', 'Round': 'Day 6 Session 1', 'Matchup': 'Red Devil vs SubZero', 'Results': 'Red Devil by JD'}, {'Season': '2018', 'Round': 'Day 8 Session 1', 'Matchup': 'SubZero vs Minotaur', 'Results': 'Minotaur by KO 2m53s'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'SubZero vs Icewave', 'Results': 'Icewave by JD'}]"
https://battlebots.com/robot/tantrum-2019/,Tantrum,Aren Hill,Puncher,Mechanical Engineer,Seems Reasonable,"Mountain View, CA","['Auris Health', 'E2E Manufacturing', 'Spektrum', 'West Coast Products', 'Iowa State University', 'Plethora', 'Litter Robot', 'Lazy Gecko', 'Seems Reasonable']","{'Career': {'Total matches': '3', 'Win percentage': '33%', 'Total wins': '1', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '2', 'KO against percentage': '67%', 'Judges decision wins': '1'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '3', 'Win percentage': '33%', 'Total wins': '1', 'Losses': '2', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '2', 'KO against percentage': '67%', 'Judges decision wins': '1'}}","[{'Season': '2018', 'Round': 'Day 2 Session 1', 'Matchup': 'Tantrum vs Battle Royal with Cheese', 'Results': 'Tantrum by JD'}, {'Season': '2018', 'Round': 'Day 5 Session 2', 'Matchup': 'Tantrum vs Mecha Rampage', 'Results': 'Mecha Rampage by KO 59s'}, {'Season': '2018', 'Round': 'Day 10 Session 2', 'Matchup': 'Tombstone vs Tantrum', 'Results': 'Tombstone by KO 1m17s'}]"
https://battlebots.com/robot/texas-twister-2019/,Texas Twister,Michael “Fuzzy” Mauldin,Disc spinner (horizontal),Retired Computer Scientist,Team Toad,"Liberty Hill, Texas","['Big Blue Saw', 'Inneos LLC']","{'Career': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '86 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '50%', 'Average knockout time': '86 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '1'}}","[{'Season': '2019', 'Round': 'Episode 2', 'Matchup': 'Texas Twister vs Black Dragon', 'Results': 'Texas Twister by JD'}, {'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Texas Twister vs Axe Backwards', 'Results': 'Texas Twister by KO 1m26s'}]"
https://battlebots.com/robot/the-four-horsemen-2019/,The Four Horsemen,Ian Watts,Bar spinner (horizontal),Lecturer,The Four Horsemen,"Brighton, United Kingdom",[],"{'Career': {'Total matches': '4', 'Win percentage': '25%', 'Total wins': '1', 'Losses': '3', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '25%', 'Judges decision wins': '1'}, '2019': {'Total matches': '0', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '0', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '4', 'Win percentage': '25%', 'Total wins': '1', 'Losses': '3', 'Knockouts': '0', 'KO percentage': '0%', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '25%', 'Judges decision wins': '1'}}","[{'Season': '2018', 'Round': 'Day 2 Session 1', 'Matchup': 'The Four Horseman vs Gamma 9 vs Double Jeopardy', 'Results': 'The Four Horseman by JD'}, {'Season': '2018', 'Round': 'Day 3 Session 1', 'Matchup': 'Blacksmith vs The Four Horseman', 'Results': 'Blacksmith by KO 2m55s'}, {'Season': '2018', 'Round': 'Day 7 Session 1', 'Matchup': 'Gemini vs The Four Horseman', 'Results': 'Gemini by JD'}, {'Season': '2018', 'Round': 'Day 9 Session 1', 'Matchup': 'Hypothermia vs The Four Horseman', 'Results': 'Hypothermia by JD'}]"
https://battlebots.com/robot/tombstone-2019/,Tombstone,Ray Billings,Bar spinner (horizontal),"Designer, Builder, and Driver",Hardcore Robotics,"Placerville, CA","['Tormach Inc.', 'VEX Robotics', 'NPC Robotics', 'Printed Solid']","{'Career': {'Total matches': '19', 'Win percentage': '89%', 'Total wins': '17', 'Losses': '2', 'Knockouts': '15', 'KO percentage': '79%', 'Average knockout time': '78 s', 'Knockouts against': '1', 'KO against percentage': '5%', 'Judges decision wins': '2'}, '2019': {'Total matches': '2', 'Win percentage': '100%', 'Total wins': '2', 'Losses': '0', 'Knockouts': '2', 'KO percentage': '100%', 'Average knockout time': '75 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2018': {'Total matches': '6', 'Win percentage': '83%', 'Total wins': '5', 'Losses': '1', 'Knockouts': '5', 'KO percentage': '83%', 'Average knockout time': '104 s', 'Knockouts against': '1', 'KO against percentage': '17%', 'Judges decision wins': '0'}, '2016': {'Total matches': '6', 'Win percentage': '100%', 'Total wins': '6', 'Losses': '0', 'Knockouts': '4', 'KO percentage': '67%', 'Average knockout time': '55 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '2'}, '2015': {'Total matches': '5', 'Win percentage': '80%', 'Total wins': '4', 'Losses': '1', 'Knockouts': '4', 'KO percentage': '80%', 'Average knockout time': '78 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 1', 'Matchup': 'Tombstone vs Lock-Jaw', 'Results': 'Tombstone by KO 48s'}, {'Season': '2019', 'Round': 'Episode 4', 'Matchup': 'Tombstone vs SawBlaze', 'Results': 'Tombstone by KO 1m42s'}, {'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Tombstone vs Minotaur', 'Results': 'Tombstone by KO 2m22s'}, {'Season': '2018', 'Round': 'Day 2 Session 2', 'Matchup': 'Gigabyte vs Tombstone', 'Results': 'Tombstone by KO 1m9s'}, {'Season': '2018', 'Round': 'Day 6 Session 2', 'Matchup': 'Tombstone vs Whiplash', 'Results': 'Tombstone by KO 1m14s'}, {'Season': '2018', 'Round': 'Day 7 Session 2', 'Matchup': 'Tombstone vs DUCK!', 'Results': 'Tombstone by KO 2m37s'}, {'Season': '2018', 'Round': 'Sweet 16 2018', 'Matchup': 'Tombstone vs Bombshell', 'Results': 'Bombshell by KO 1m57s'}, {'Season': '2018', 'Round': 'Day 10 Session 2', 'Matchup': 'Tombstone vs Tantrum', 'Results': 'Tombstone by KO 1m17s'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'Tombstone vs Black Ice', 'Results': 'Tombstone by KO 1m1s'}, {'Season': '2016', 'Round': 'Round of 32', 'Matchup': 'Tombstone vs Escape Velocity', 'Results': 'Tombstone by KO 45s'}, {'Season': '2016', 'Round': 'Sweet 16', 'Matchup': 'Tombstone vs Brutus', 'Results': 'Tombstone by KO 59s'}, {'Season': '2016', 'Round': 'Quarter Finals', 'Matchup': 'Tombstone vs Beta', 'Results': 'Tombstone by JD'}, {'Season': '2016', 'Round': 'Semi Finals', 'Matchup': 'Tombstone vs Yeti', 'Results': 'Tombstone by JD'}, {'Season': '2016', 'Round': 'Final', 'Matchup': 'Tombstone vs Bombshell', 'Results': 'Tombstone by KO 53s'}]"
https://battlebots.com/robot/ultimo-destructo-2018/,Ultimo Destructo,Sean Irvin,"Swiss Army Bot- flipper, hammer, vertical spinner, horizontal spinner, kitchen sink","Robotics Engineer. Sean designs military EoD robots for Harris Corporation. These robots are used in theater to save human life by identifying, neutralizing, and removing IEDs.",Carnage Robotics,"Valkaria, FL","['Harris Corporation', 'Max Amps', 'NPC Robotics']","{'Career': {'Total matches': '5', 'Win percentage': '40%', 'Total wins': '2', 'Losses': '3', 'Knockouts': '1', 'KO percentage': '20%', 'Average knockout time': '124 s', 'Knockouts against': '3', 'KO against percentage': '60%', 'Judges decision wins': '1'}, '2018': {'Total matches': '4', 'Win percentage': '50%', 'Total wins': '2', 'Losses': '2', 'Knockouts': '1', 'KO percentage': '25%', 'Average knockout time': '124 s', 'Knockouts against': '2', 'KO against percentage': '50%', 'Judges decision wins': '1'}, '2016': {'Total matches': '1', 'Win percentage': '0%', 'Total wins': '0', 'Losses': '1', 'Knockouts': '0', 'KO percentage': '0', 'Average knockout time': '', 'Knockouts against': '1', 'KO against percentage': '100%', 'Judges decision wins': '0'}}","[{'Season': '2018', 'Round': 'Day 1 Session 1', 'Matchup': 'Valkyrie vs Ultimo Destructo', 'Results': 'Ultimo Destructo by KO 2m4s'}, {'Season': '2018', 'Round': 'Day 3 Session 2', 'Matchup': 'Parallax vs Ultimo Destructo', 'Results': 'Ultimo Destructo by JD'}, {'Season': '2018', 'Round': 'Day 6 Session 2', 'Matchup': 'Ultimo Destructo vs Witch Doctor', 'Results': 'Witch Doctor by KO 54s'}, {'Season': '2018', 'Round': 'Day 9 Session 2', 'Matchup': 'Ultimo Destructo vs Axe Backwards', 'Results': 'Axe Backwards by KO 2m15s'}, {'Season': '2016', 'Round': 'Qualifiers Session 2', 'Matchup': 'The Ringmaster vs Ultimo Destructo', 'Results': 'The Ringmaster by KO 1m48s'}]"
https://battlebots.com/robot/uppercut-2019/,Uppercut,Alex Hattori,Puncher,Student,MIT Combat Robotics Club,"Cambridge, MA","['Massachusetts Institute of Technology', 'Clifton Steel', 'Kaspersky Lab', 'Soy Motors Inc', 'Shirts and Logos', 'MIT COOP', 'Freefly Systems', 'Equals Zero Designs']","{'Career': {'Total matches': '1', 'Win percentage': '100%', 'Total wins': '1', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '100%', 'Average knockout time': '65 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}, '2019': {'Total matches': '1', 'Win percentage': '100%', 'Total wins': '1', 'Losses': '0', 'Knockouts': '1', 'KO percentage': '100%', 'Average knockout time': '65 s', 'Knockouts against': '0', 'KO against percentage': '0%', 'Judges decision wins': '0'}}","[{'Season': '2019', 'Round': 'Episode 5', 'Matchup': 'Mammoth vs Upper Cut', 'Results': 'Upper Cut by KO 1m5s'}]"
